model,split,metric,value,status,run_id,evaluation_run_id,checkpoint,source_checkpoint,training_config,training_cpu,training_cpu_source,training_gpu
bilstm,length_ge200,support,2723,measured_full_test_selected_model,runs/part-b-tuning/bilstm_long_schedule_control,runs/part-b-selected,task2_sentiment/srinidhi/checkpoints/bilstm/best.pt,runs/part-b-tuning/bilstm_long_schedule_control/bilstm/checkpoints/best.pt,task2_sentiment/srinidhi/outputs/full/bilstm/training_config.json,AMD EPYC 7543 32-Core Processor,verification/part_b_cpu_hardware.txt,NVIDIA GeForce RTX 5090
bilstm,length_ge200,macro_f1,0.9512266140271798,measured_full_test_selected_model,runs/part-b-tuning/bilstm_long_schedule_control,runs/part-b-selected,task2_sentiment/srinidhi/checkpoints/bilstm/best.pt,runs/part-b-tuning/bilstm_long_schedule_control/bilstm/checkpoints/best.pt,task2_sentiment/srinidhi/outputs/full/bilstm/training_config.json,AMD EPYC 7543 32-Core Processor,verification/part_b_cpu_hardware.txt,NVIDIA GeForce RTX 5090
bilstm,length_ge200,error_rate,0.04443628351083362,measured_full_test_selected_model,runs/part-b-tuning/bilstm_long_schedule_control,runs/part-b-selected,task2_sentiment/srinidhi/checkpoints/bilstm/best.pt,runs/part-b-tuning/bilstm_long_schedule_control/bilstm/checkpoints/best.pt,task2_sentiment/srinidhi/outputs/full/bilstm/training_config.json,AMD EPYC 7543 32-Core Processor,verification/part_b_cpu_hardware.txt,NVIDIA GeForce RTX 5090
bilstm,negation_present,support,28062,measured_full_test_selected_model,runs/part-b-tuning/bilstm_long_schedule_control,runs/part-b-selected,task2_sentiment/srinidhi/checkpoints/bilstm/best.pt,runs/part-b-tuning/bilstm_long_schedule_control/bilstm/checkpoints/best.pt,task2_sentiment/srinidhi/outputs/full/bilstm/training_config.json,AMD EPYC 7543 32-Core Processor,verification/part_b_cpu_hardware.txt,NVIDIA GeForce RTX 5090
bilstm,negation_present,macro_f1,0.9584636394092175,measured_full_test_selected_model,runs/part-b-tuning/bilstm_long_schedule_control,runs/part-b-selected,task2_sentiment/srinidhi/checkpoints/bilstm/best.pt,runs/part-b-tuning/bilstm_long_schedule_control/bilstm/checkpoints/best.pt,task2_sentiment/srinidhi/outputs/full/bilstm/training_config.json,AMD EPYC 7543 32-Core Processor,verification/part_b_cpu_hardware.txt,NVIDIA GeForce RTX 5090
bilstm,negation_present,error_rate,0.040339248806214756,measured_full_test_selected_model,runs/part-b-tuning/bilstm_long_schedule_control,runs/part-b-selected,task2_sentiment/srinidhi/checkpoints/bilstm/best.pt,runs/part-b-tuning/bilstm_long_schedule_control/bilstm/checkpoints/best.pt,task2_sentiment/srinidhi/outputs/full/bilstm/training_config.json,AMD EPYC 7543 32-Core Processor,verification/part_b_cpu_hardware.txt,NVIDIA GeForce RTX 5090
bilstm,negation_absent,support,9938,measured_full_test_selected_model,runs/part-b-tuning/bilstm_long_schedule_control,runs/part-b-selected,task2_sentiment/srinidhi/checkpoints/bilstm/best.pt,runs/part-b-tuning/bilstm_long_schedule_control/bilstm/checkpoints/best.pt,task2_sentiment/srinidhi/outputs/full/bilstm/training_config.json,AMD EPYC 7543 32-Core Processor,verification/part_b_cpu_hardware.txt,NVIDIA GeForce RTX 5090
bilstm,negation_absent,macro_f1,0.9480670510999405,measured_full_test_selected_model,runs/part-b-tuning/bilstm_long_schedule_control,runs/part-b-selected,task2_sentiment/srinidhi/checkpoints/bilstm/best.pt,runs/part-b-tuning/bilstm_long_schedule_control/bilstm/checkpoints/best.pt,task2_sentiment/srinidhi/outputs/full/bilstm/training_config.json,AMD EPYC 7543 32-Core Processor,verification/part_b_cpu_hardware.txt,NVIDIA GeForce RTX 5090
bilstm,negation_absent,error_rate,0.03863956530489032,measured_full_test_selected_model,runs/part-b-tuning/bilstm_long_schedule_control,runs/part-b-selected,task2_sentiment/srinidhi/checkpoints/bilstm/best.pt,runs/part-b-tuning/bilstm_long_schedule_control/bilstm/checkpoints/best.pt,task2_sentiment/srinidhi/outputs/full/bilstm/training_config.json,AMD EPYC 7543 32-Core Processor,verification/part_b_cpu_hardware.txt,NVIDIA GeForce RTX 5090
bilstm,oov_lt10pct,support,37666,measured_full_test_selected_model,runs/part-b-tuning/bilstm_long_schedule_control,runs/part-b-selected,task2_sentiment/srinidhi/checkpoints/bilstm/best.pt,runs/part-b-tuning/bilstm_long_schedule_control/bilstm/checkpoints/best.pt,task2_sentiment/srinidhi/outputs/full/bilstm/training_config.json,AMD EPYC 7543 32-Core Processor,verification/part_b_cpu_hardware.txt,NVIDIA GeForce RTX 5090
bilstm,oov_lt10pct,macro_f1,0.9608391695322558,measured_full_test_selected_model,runs/part-b-tuning/bilstm_long_schedule_control,runs/part-b-selected,task2_sentiment/srinidhi/checkpoints/bilstm/best.pt,runs/part-b-tuning/bilstm_long_schedule_control/bilstm/checkpoints/best.pt,task2_sentiment/srinidhi/outputs/full/bilstm/training_config.json,AMD EPYC 7543 32-Core Processor,verification/part_b_cpu_hardware.txt,NVIDIA GeForce RTX 5090
bilstm,oov_lt10pct,error_rate,0.0391599851324802,measured_full_test_selected_model,runs/part-b-tuning/bilstm_long_schedule_control,runs/part-b-selected,task2_sentiment/srinidhi/checkpoints/bilstm/best.pt,runs/part-b-tuning/bilstm_long_schedule_control/bilstm/checkpoints/best.pt,task2_sentiment/srinidhi/outputs/full/bilstm/training_config.json,AMD EPYC 7543 32-Core Processor,verification/part_b_cpu_hardware.txt,NVIDIA GeForce RTX 5090
bilstm,oov_ge10pct,support,334,measured_full_test_selected_model,runs/part-b-tuning/bilstm_long_schedule_control,runs/part-b-selected,task2_sentiment/srinidhi/checkpoints/bilstm/best.pt,runs/part-b-tuning/bilstm_long_schedule_control/bilstm/checkpoints/best.pt,task2_sentiment/srinidhi/outputs/full/bilstm/training_config.json,AMD EPYC 7543 32-Core Processor,verification/part_b_cpu_hardware.txt,NVIDIA GeForce RTX 5090
bilstm,oov_ge10pct,macro_f1,0.8678631736382496,measured_full_test_selected_model,runs/part-b-tuning/bilstm_long_schedule_control,runs/part-b-selected,task2_sentiment/srinidhi/checkpoints/bilstm/best.pt,runs/part-b-tuning/bilstm_long_schedule_control/bilstm/checkpoints/best.pt,task2_sentiment/srinidhi/outputs/full/bilstm/training_config.json,AMD EPYC 7543 32-Core Processor,verification/part_b_cpu_hardware.txt,NVIDIA GeForce RTX 5090
bilstm,oov_ge10pct,error_rate,0.1227544910179641,measured_full_test_selected_model,runs/part-b-tuning/bilstm_long_schedule_control,runs/part-b-selected,task2_sentiment/srinidhi/checkpoints/bilstm/best.pt,runs/part-b-tuning/bilstm_long_schedule_control/bilstm/checkpoints/best.pt,task2_sentiment/srinidhi/outputs/full/bilstm/training_config.json,AMD EPYC 7543 32-Core Processor,verification/part_b_cpu_hardware.txt,NVIDIA GeForce RTX 5090
bilstm,test,paired_mcnemar_vs_baseline_table,"[[34796, 620], [1688, 896]]",measured_full_test_selected_model,runs/part-b-tuning/bilstm_long_schedule_control,runs/part-b-selected,task2_sentiment/srinidhi/checkpoints/bilstm/best.pt,runs/part-b-tuning/bilstm_long_schedule_control/bilstm/checkpoints/best.pt,task2_sentiment/srinidhi/outputs/full/bilstm/training_config.json,AMD EPYC 7543 32-Core Processor,verification/part_b_cpu_hardware.txt,NVIDIA GeForce RTX 5090
bilstm,test,paired_mcnemar_vs_baseline_discordant_pairs,2308,measured_full_test_selected_model,runs/part-b-tuning/bilstm_long_schedule_control,runs/part-b-selected,task2_sentiment/srinidhi/checkpoints/bilstm/best.pt,runs/part-b-tuning/bilstm_long_schedule_control/bilstm/checkpoints/best.pt,task2_sentiment/srinidhi/outputs/full/bilstm/training_config.json,AMD EPYC 7543 32-Core Processor,verification/part_b_cpu_hardware.txt,NVIDIA GeForce RTX 5090
bilstm,test,paired_mcnemar_vs_baseline_pvalue_exact_two_sided,1.8006117900641602e-113,measured_full_test_selected_model,runs/part-b-tuning/bilstm_long_schedule_control,runs/part-b-selected,task2_sentiment/srinidhi/checkpoints/bilstm/best.pt,runs/part-b-tuning/bilstm_long_schedule_control/bilstm/checkpoints/best.pt,task2_sentiment/srinidhi/outputs/full/bilstm/training_config.json,AMD EPYC 7543 32-Core Processor,verification/part_b_cpu_hardware.txt,NVIDIA GeForce RTX 5090
dilated_cnn,test,accuracy,0.9580263157894737,measured_full_test_selected_model,runs/part-b-full,runs/part-b-selected,task2_sentiment/srinidhi/checkpoints/dilated_cnn/best.pt,runs/part-b-full/dilated_cnn/checkpoints/best.pt,task2_sentiment/srinidhi/outputs/full/dilated_cnn/training_config.json,AMD EPYC 7543 32-Core Processor,verification/part_b_cpu_hardware.txt,NVIDIA GeForce RTX 5090
dilated_cnn,test,confusion_matrix,"[[18240, 760], [835, 18165]]",measured_full_test_selected_model,runs/part-b-full,runs/part-b-selected,task2_sentiment/srinidhi/checkpoints/dilated_cnn/best.pt,runs/part-b-full/dilated_cnn/checkpoints/best.pt,task2_sentiment/srinidhi/outputs/full/dilated_cnn/training_config.json,AMD EPYC 7543 32-Core Processor,verification/part_b_cpu_hardware.txt,NVIDIA GeForce RTX 5090
dilated_cnn,test,roc_auc,0.9921975623268698,measured_full_test_selected_model,runs/part-b-full,runs/part-b-selected,task2_sentiment/srinidhi/checkpoints/dilated_cnn/best.pt,runs/part-b-full/dilated_cnn/checkpoints/best.pt,task2_sentiment/srinidhi/outputs/full/dilated_cnn/training_config.json,AMD EPYC 7543 32-Core Processor,verification/part_b_cpu_hardware.txt,NVIDIA GeForce RTX 5090
dilated_cnn,test,pr_auc_trapezoidal,0.9924416943377992,measured_full_test_selected_model,runs/part-b-full,runs/part-b-selected,task2_sentiment/srinidhi/checkpoints/dilated_cnn/best.pt,runs/part-b-full/dilated_cnn/checkpoints/best.pt,task2_sentiment/srinidhi/outputs/full/dilated_cnn/training_config.json,AMD EPYC 7543 32-Core Processor,verification/part_b_cpu_hardware.txt,NVIDIA GeForce RTX 5090
dilated_cnn,test,mcc,0.9160597684989896,measured_full_test_selected_model,runs/part-b-full,runs/part-b-selected,task2_sentiment/srinidhi/checkpoints/dilated_cnn/best.pt,runs/part-b-full/dilated_cnn/checkpoints/best.pt,task2_sentiment/srinidhi/outputs/full/dilated_cnn/training_config.json,AMD EPYC 7543 32-Core Processor,verification/part_b_cpu_hardware.txt,NVIDIA GeForce RTX 5090
dilated_cnn,test,brier,0.032042736446366626,measured_full_test_selected_model,runs/part-b-full,runs/part-b-selected,task2_sentiment/srinidhi/checkpoints/dilated_cnn/best.pt,runs/part-b-full/dilated_cnn/checkpoints/best.pt,task2_sentiment/srinidhi/outputs/full/dilated_cnn/training_config.json,AMD EPYC 7543 32-Core Processor,verification/part_b_cpu_hardware.txt,NVIDIA GeForce RTX 5090
dilated_cnn,test,ece_15,0.010007958044863433,measured_full_test_selected_model,runs/part-b-full,runs/part-b-selected,task2_sentiment/srinidhi/checkpoints/dilated_cnn/best.pt,runs/part-b-full/dilated_cnn/checkpoints/best.pt,task2_sentiment/srinidhi/outputs/full/dilated_cnn/training_config.json,AMD EPYC 7543 32-Core Processor,verification/part_b_cpu_hardware.txt,NVIDIA GeForce RTX 5090
dilated_cnn,test,test_loss,0.11467752776647869,measured_full_test_selected_model,runs/part-b-full,runs/part-b-selected,task2_sentiment/srinidhi/checkpoints/dilated_cnn/best.pt,runs/part-b-full/dilated_cnn/checkpoints/best.pt,task2_sentiment/srinidhi/outputs/full/dilated_cnn/training_config.json,AMD EPYC 7543 32-Core Processor,verification/part_b_cpu_hardware.txt,NVIDIA GeForce RTX 5090
dilated_cnn,test,macro_precision,0.9580334527373175,measured_full_test_selected_model,runs/part-b-full,runs/part-b-selected,task2_sentiment/srinidhi/checkpoints/dilated_cnn/best.pt,runs/part-b-full/dilated_cnn/checkpoints/best.pt,task2_sentiment/srinidhi/outputs/full/dilated_cnn/training_config.json,AMD EPYC 7543 32-Core Processor,verification/part_b_cpu_hardware.txt,NVIDIA GeForce RTX 5090
dilated_cnn,test,macro_recall,0.9580263157894737,measured_full_test_selected_model,runs/part-b-full,runs/part-b-selected,task2_sentiment/srinidhi/checkpoints/dilated_cnn/best.pt,runs/part-b-full/dilated_cnn/checkpoints/best.pt,task2_sentiment/srinidhi/outputs/full/dilated_cnn/training_config.json,AMD EPYC 7543 32-Core Processor,verification/part_b_cpu_hardware.txt,NVIDIA GeForce RTX 5090
dilated_cnn,test,macro_f1,0.9580261522833148,measured_full_test_selected_model,runs/part-b-full,runs/part-b-selected,task2_sentiment/srinidhi/checkpoints/dilated_cnn/best.pt,runs/part-b-full/dilated_cnn/checkpoints/best.pt,task2_sentiment/srinidhi/outputs/full/dilated_cnn/training_config.json,AMD EPYC 7543 32-Core Processor,verification/part_b_cpu_hardware.txt,NVIDIA GeForce RTX 5090
dilated_cnn,test,micro_precision,0.9580263157894737,measured_full_test_selected_model,runs/part-b-full,runs/part-b-selected,task2_sentiment/srinidhi/checkpoints/dilated_cnn/best.pt,runs/part-b-full/dilated_cnn/checkpoints/best.pt,task2_sentiment/srinidhi/outputs/full/dilated_cnn/training_config.json,AMD EPYC 7543 32-Core Processor,verification/part_b_cpu_hardware.txt,NVIDIA GeForce RTX 5090
dilated_cnn,test,micro_recall,0.9580263157894737,measured_full_test_selected_model,runs/part-b-full,runs/part-b-selected,task2_sentiment/srinidhi/checkpoints/dilated_cnn/best.pt,runs/part-b-full/dilated_cnn/checkpoints/best.pt,task2_sentiment/srinidhi/outputs/full/dilated_cnn/training_config.json,AMD EPYC 7543 32-Core Processor,verification/part_b_cpu_hardware.txt,NVIDIA GeForce RTX 5090
dilated_cnn,test,micro_f1,0.9580263157894737,measured_full_test_selected_model,runs/part-b-full,runs/part-b-selected,task2_sentiment/srinidhi/checkpoints/dilated_cnn/best.pt,runs/part-b-full/dilated_cnn/checkpoints/best.pt,task2_sentiment/srinidhi/outputs/full/dilated_cnn/training_config.json,AMD EPYC 7543 32-Core Processor,verification/part_b_cpu_hardware.txt,NVIDIA GeForce RTX 5090
dilated_cnn,test,weighted_precision,0.9580334527373174,measured_full_test_selected_model,runs/part-b-full,runs/part-b-selected,task2_sentiment/srinidhi/checkpoints/dilated_cnn/best.pt,runs/part-b-full/dilated_cnn/checkpoints/best.pt,task2_sentiment/srinidhi/outputs/full/dilated_cnn/training_config.json,AMD EPYC 7543 32-Core Processor,verification/part_b_cpu_hardware.txt,NVIDIA GeForce RTX 5090
dilated_cnn,test,weighted_recall,0.9580263157894737,measured_full_test_selected_model,runs/part-b-full,runs/part-b-selected,task2_sentiment/srinidhi/checkpoints/dilated_cnn/best.pt,runs/part-b-full/dilated_cnn/checkpoints/best.pt,task2_sentiment/srinidhi/outputs/full/dilated_cnn/training_config.json,AMD EPYC 7543 32-Core Processor,verification/part_b_cpu_hardware.txt,NVIDIA GeForce RTX 5090
dilated_cnn,test,weighted_f1,0.9580261522833148,measured_full_test_selected_model,runs/part-b-full,runs/part-b-selected,task2_sentiment/srinidhi/checkpoints/dilated_cnn/best.pt,runs/part-b-full/dilated_cnn/checkpoints/best.pt,task2_sentiment/srinidhi/outputs/full/dilated_cnn/training_config.json,AMD EPYC 7543 32-Core Processor,verification/part_b_cpu_hardware.txt,NVIDIA GeForce RTX 5090
dilated_cnn,test,accuracy_95ci_low,0.9558684210526316,measured_full_test_selected_model,runs/part-b-full,runs/part-b-selected,task2_sentiment/srinidhi/checkpoints/dilated_cnn/best.pt,runs/part-b-full/dilated_cnn/checkpoints/best.pt,task2_sentiment/srinidhi/outputs/full/dilated_cnn/training_config.json,AMD EPYC 7543 32-Core Processor,verification/part_b_cpu_hardware.txt,NVIDIA GeForce RTX 5090
dilated_cnn,test,accuracy_95ci_high,0.9599736842105263,measured_full_test_selected_model,runs/part-b-full,runs/part-b-selected,task2_sentiment/srinidhi/checkpoints/dilated_cnn/best.pt,runs/part-b-full/dilated_cnn/checkpoints/best.pt,task2_sentiment/srinidhi/outputs/full/dilated_cnn/training_config.json,AMD EPYC 7543 32-Core Processor,verification/part_b_cpu_hardware.txt,NVIDIA GeForce RTX 5090
dilated_cnn,test,macro_f1_95ci_low,0.9558682737716573,measured_full_test_selected_model,runs/part-b-full,runs/part-b-selected,task2_sentiment/srinidhi/checkpoints/dilated_cnn/best.pt,runs/part-b-full/dilated_cnn/checkpoints/best.pt,task2_sentiment/srinidhi/outputs/full/dilated_cnn/training_config.json,AMD EPYC 7543 32-Core Processor,verification/part_b_cpu_hardware.txt,NVIDIA GeForce RTX 5090
dilated_cnn,test,macro_f1_95ci_high,0.9599723029606714,measured_full_test_selected_model,runs/part-b-full,runs/part-b-selected,task2_sentiment/srinidhi/checkpoints/dilated_cnn/best.pt,runs/part-b-full/dilated_cnn/checkpoints/best.pt,task2_sentiment/srinidhi/outputs/full/dilated_cnn/training_config.json,AMD EPYC 7543 32-Core Processor,verification/part_b_cpu_hardware.txt,NVIDIA GeForce RTX 5090
dilated_cnn,test,mcc_95ci_low,0.9117483576217921,measured_full_test_selected_model,runs/part-b-full,runs/part-b-selected,task2_sentiment/srinidhi/checkpoints/dilated_cnn/best.pt,runs/part-b-full/dilated_cnn/checkpoints/best.pt,task2_sentiment/srinidhi/outputs/full/dilated_cnn/training_config.json,AMD EPYC 7543 32-Core Processor,verification/part_b_cpu_hardware.txt,NVIDIA GeForce RTX 5090
dilated_cnn,test,mcc_95ci_high,0.9199480805536716,measured_full_test_selected_model,runs/part-b-full,runs/part-b-selected,task2_sentiment/srinidhi/checkpoints/dilated_cnn/best.pt,runs/part-b-full/dilated_cnn/checkpoints/best.pt,task2_sentiment/srinidhi/outputs/full/dilated_cnn/training_config.json,AMD EPYC 7543 32-Core Processor,verification/part_b_cpu_hardware.txt,NVIDIA GeForce RTX 5090
dilated_cnn,training,parameter_count,5539073,measured_full_test_selected_model,runs/part-b-full,runs/part-b-selected,task2_sentiment/srinidhi/checkpoints/dilated_cnn/best.pt,runs/part-b-full/dilated_cnn/checkpoints/best.pt,task2_sentiment/srinidhi/outputs/full/dilated_cnn/training_config.json,AMD EPYC 7543 32-Core Processor,verification/part_b_cpu_hardware.txt,NVIDIA GeForce RTX 5090
dilated_cnn,training,train_seconds,228.67676686507184,measured_full_test_selected_model,runs/part-b-full,runs/part-b-selected,task2_sentiment/srinidhi/checkpoints/dilated_cnn/best.pt,runs/part-b-full/dilated_cnn/checkpoints/best.pt,task2_sentiment/srinidhi/outputs/full/dilated_cnn/training_config.json,AMD EPYC 7543 32-Core Processor,verification/part_b_cpu_hardware.txt,NVIDIA GeForce RTX 5090
dilated_cnn,training,peak_cuda_memory_bytes,470494720,measured_full_test_selected_model,runs/part-b-full,runs/part-b-selected,task2_sentiment/srinidhi/checkpoints/dilated_cnn/best.pt,runs/part-b-full/dilated_cnn/checkpoints/best.pt,task2_sentiment/srinidhi/outputs/full/dilated_cnn/training_config.json,AMD EPYC 7543 32-Core Processor,verification/part_b_cpu_hardware.txt,NVIDIA GeForce RTX 5090
dilated_cnn,training,selected_epoch,6,measured_full_test_selected_model,runs/part-b-full,runs/part-b-selected,task2_sentiment/srinidhi/checkpoints/dilated_cnn/best.pt,runs/part-b-full/dilated_cnn/checkpoints/best.pt,task2_sentiment/srinidhi/outputs/full/dilated_cnn/training_config.json,AMD EPYC 7543 32-Core Processor,verification/part_b_cpu_hardware.txt,NVIDIA GeForce RTX 5090
dilated_cnn,training,selected_validation_macro_f1,0.9538923913031014,measured_full_test_selected_model,runs/part-b-full,runs/part-b-selected,task2_sentiment/srinidhi/checkpoints/dilated_cnn/best.pt,runs/part-b-full/dilated_cnn/checkpoints/best.pt,task2_sentiment/srinidhi/outputs/full/dilated_cnn/training_config.json,AMD EPYC 7543 32-Core Processor,verification/part_b_cpu_hardware.txt,NVIDIA GeForce RTX 5090
dilated_cnn,training,completed_training_steps,23628,measured_full_test_selected_model,runs/part-b-full,runs/part-b-selected,task2_sentiment/srinidhi/checkpoints/dilated_cnn/best.pt,runs/part-b-full/dilated_cnn/checkpoints/best.pt,task2_sentiment/srinidhi/outputs/full/dilated_cnn/training_config.json,AMD EPYC 7543 32-Core Processor,verification/part_b_cpu_hardware.txt,NVIDIA GeForce RTX 5090
dilated_cnn,training,examples_per_second,13223.905696481519,measured_full_test_selected_model,runs/part-b-full,runs/part-b-selected,task2_sentiment/srinidhi/checkpoints/dilated_cnn/best.pt,runs/part-b-full/dilated_cnn/checkpoints/best.pt,task2_sentiment/srinidhi/outputs/full/dilated_cnn/training_config.json,AMD EPYC 7543 32-Core Processor,verification/part_b_cpu_hardware.txt,NVIDIA GeForce RTX 5090
dilated_cnn,length_lt50,support,15747,measured_full_test_selected_model,runs/part-b-full,runs/part-b-selected,task2_sentiment/srinidhi/checkpoints/dilated_cnn/best.pt,runs/part-b-full/dilated_cnn/checkpoints/best.pt,task2_sentiment/srinidhi/outputs/full/dilated_cnn/training_config.json,AMD EPYC 7543 32-Core Processor,verification/part_b_cpu_hardware.txt,NVIDIA GeForce RTX 5090
dilated_cnn,length_lt50,macro_f1,0.9552645337973643,measured_full_test_selected_model,runs/part-b-full,runs/part-b-selected,task2_sentiment/srinidhi/checkpoints/dilated_cnn/best.pt,runs/part-b-full/dilated_cnn/checkpoints/best.pt,task2_sentiment/srinidhi/outputs/full/dilated_cnn/training_config.json,AMD EPYC 7543 32-Core Processor,verification/part_b_cpu_hardware.txt,NVIDIA GeForce RTX 5090
dilated_cnn,length_lt50,error_rate,0.04375436591096715,measured_full_test_selected_model,runs/part-b-full,runs/part-b-selected,task2_sentiment/srinidhi/checkpoints/dilated_cnn/best.pt,runs/part-b-full/dilated_cnn/checkpoints/best.pt,task2_sentiment/srinidhi/outputs/full/dilated_cnn/training_config.json,AMD EPYC 7543 32-Core Processor,verification/part_b_cpu_hardware.txt,NVIDIA GeForce RTX 5090
dilated_cnn,length_50_199,support,19530,measured_full_test_selected_model,runs/part-b-full,runs/part-b-selected,task2_sentiment/srinidhi/checkpoints/dilated_cnn/best.pt,runs/part-b-full/dilated_cnn/checkpoints/best.pt,task2_sentiment/srinidhi/outputs/full/dilated_cnn/training_config.json,AMD EPYC 7543 32-Core Processor,verification/part_b_cpu_hardware.txt,NVIDIA GeForce RTX 5090
dilated_cnn,length_50_199,macro_f1,0.9592451311326554,measured_full_test_selected_model,runs/part-b-full,runs/part-b-selected,task2_sentiment/srinidhi/checkpoints/dilated_cnn/best.pt,runs/part-b-full/dilated_cnn/checkpoints/best.pt,task2_sentiment/srinidhi/outputs/full/dilated_cnn/training_config.json,AMD EPYC 7543 32-Core Processor,verification/part_b_cpu_hardware.txt,NVIDIA GeForce RTX 5090
dilated_cnn,length_50_199,error_rate,0.04050179211469529,measured_full_test_selected_model,runs/part-b-full,runs/part-b-selected,task2_sentiment/srinidhi/checkpoints/dilated_cnn/best.pt,runs/part-b-full/dilated_cnn/checkpoints/best.pt,task2_sentiment/srinidhi/outputs/full/dilated_cnn/training_config.json,AMD EPYC 7543 32-Core Processor,verification/part_b_cpu_hardware.txt,NVIDIA GeForce RTX 5090
dilated_cnn,length_ge200,support,2723,measured_full_test_selected_model,runs/part-b-full,runs/part-b-selected,task2_sentiment/srinidhi/checkpoints/dilated_cnn/best.pt,runs/part-b-full/dilated_cnn/checkpoints/best.pt,task2_sentiment/srinidhi/outputs/full/dilated_cnn/training_config.json,AMD EPYC 7543 32-Core Processor,verification/part_b_cpu_hardware.txt,NVIDIA GeForce RTX 5090
dilated_cnn,length_ge200,macro_f1,0.9529904425634317,measured_full_test_selected_model,runs/part-b-full,runs/part-b-selected,task2_sentiment/srinidhi/checkpoints/dilated_cnn/best.pt,runs/part-b-full/dilated_cnn/checkpoints/best.pt,task2_sentiment/srinidhi/outputs/full/dilated_cnn/training_config.json,AMD EPYC 7543 32-Core Processor,verification/part_b_cpu_hardware.txt,NVIDIA GeForce RTX 5090
dilated_cnn,length_ge200,error_rate,0.042232831435916274,measured_full_test_selected_model,runs/part-b-full,runs/part-b-selected,task2_sentiment/srinidhi/checkpoints/dilated_cnn/best.pt,runs/part-b-full/dilated_cnn/checkpoints/best.pt,task2_sentiment/srinidhi/outputs/full/dilated_cnn/training_config.json,AMD EPYC 7543 32-Core Processor,verification/part_b_cpu_hardware.txt,NVIDIA GeForce RTX 5090
dilated_cnn,negation_present,support,28062,measured_full_test_selected_model,runs/part-b-full,runs/part-b-selected,task2_sentiment/srinidhi/checkpoints/dilated_cnn/best.pt,runs/part-b-full/dilated_cnn/checkpoints/best.pt,task2_sentiment/srinidhi/outputs/full/dilated_cnn/training_config.json,AMD EPYC 7543 32-Core Processor,verification/part_b_cpu_hardware.txt,NVIDIA GeForce RTX 5090
dilated_cnn,negation_present,macro_f1,0.9569722512613248,measured_full_test_selected_model,runs/part-b-full,runs/part-b-selected,task2_sentiment/srinidhi/checkpoints/dilated_cnn/best.pt,runs/part-b-full/dilated_cnn/checkpoints/best.pt,task2_sentiment/srinidhi/outputs/full/dilated_cnn/training_config.json,AMD EPYC 7543 32-Core Processor,verification/part_b_cpu_hardware.txt,NVIDIA GeForce RTX 5090
dilated_cnn,negation_present,error_rate,0.04162212244316155,measured_full_test_selected_model,runs/part-b-full,runs/part-b-selected,task2_sentiment/srinidhi/checkpoints/dilated_cnn/best.pt,runs/part-b-full/dilated_cnn/checkpoints/best.pt,task2_sentiment/srinidhi/outputs/full/dilated_cnn/training_config.json,AMD EPYC 7543 32-Core Processor,verification/part_b_cpu_hardware.txt,NVIDIA GeForce RTX 5090
dilated_cnn,negation_absent,support,9938,measured_full_test_selected_model,runs/part-b-full,runs/part-b-selected,task2_sentiment/srinidhi/checkpoints/dilated_cnn/best.pt,runs/part-b-full/dilated_cnn/checkpoints/best.pt,task2_sentiment/srinidhi/outputs/full/dilated_cnn/training_config.json,AMD EPYC 7543 32-Core Processor,verification/part_b_cpu_hardware.txt,NVIDIA GeForce RTX 5090
dilated_cnn,negation_absent,macro_f1,0.9424948439120964,measured_full_test_selected_model,runs/part-b-full,runs/part-b-selected,task2_sentiment/srinidhi/checkpoints/dilated_cnn/best.pt,runs/part-b-full/dilated_cnn/checkpoints/best.pt,task2_sentiment/srinidhi/outputs/full/dilated_cnn/training_config.json,AMD EPYC 7543 32-Core Processor,verification/part_b_cpu_hardware.txt,NVIDIA GeForce RTX 5090
dilated_cnn,negation_absent,error_rate,0.042966391628094236,measured_full_test_selected_model,runs/part-b-full,runs/part-b-selected,task2_sentiment/srinidhi/checkpoints/dilated_cnn/best.pt,runs/part-b-full/dilated_cnn/checkpoints/best.pt,task2_sentiment/srinidhi/outputs/full/dilated_cnn/training_config.json,AMD EPYC 7543 32-Core Processor,verification/part_b_cpu_hardware.txt,NVIDIA GeForce RTX 5090
dilated_cnn,oov_lt10pct,support,37666,measured_full_test_selected_model,runs/part-b-full,runs/part-b-selected,task2_sentiment/srinidhi/checkpoints/dilated_cnn/best.pt,runs/part-b-full/dilated_cnn/checkpoints/best.pt,task2_sentiment/srinidhi/outputs/full/dilated_cnn/training_config.json,AMD EPYC 7543 32-Core Processor,verification/part_b_cpu_hardware.txt,NVIDIA GeForce RTX 5090
dilated_cnn,oov_lt10pct,macro_f1,0.9584498516434676,measured_full_test_selected_model,runs/part-b-full,runs/part-b-selected,task2_sentiment/srinidhi/checkpoints/dilated_cnn/best.pt,runs/part-b-full/dilated_cnn/checkpoints/best.pt,task2_sentiment/srinidhi/outputs/full/dilated_cnn/training_config.json,AMD EPYC 7543 32-Core Processor,verification/part_b_cpu_hardware.txt,NVIDIA GeForce RTX 5090
